Var1;Var2;value;Source;Target;weight
REM;lowest oxygen saturation;0;11;44;0
EEG;lowest oxygen saturation;0;12;44;0
Insomnia;lowest oxygen saturation;-0.030157392;13;44;0
QoL;lowest oxygen saturation;0;14;44;0
Arousal;lowest oxygen saturation;0;15;44;0
PSQI;lowest oxygen saturation;0;16;44;0
MSLT;lowest oxygen saturation;0;17;44;0
Narcolepsy;lowest oxygen saturation;-0.026040192;18;44;0
PVT;lowest oxygen saturation;0;19;44;0
Hypersomnia;lowest oxygen saturation;0;20;44;0
Sleep Quality;lowest oxygen saturation;-0.029178892;21;44;0
RDI;lowest oxygen saturation;0.047435055;22;44;0
BMI;lowest oxygen saturation;0.072790598;23;44;0
children;lowest oxygen saturation;0;24;44;0
MWT;lowest oxygen saturation;0;25;44;0
ISI;lowest oxygen saturation;0;26;44;0
TST;lowest oxygen saturation;0;27;44;0
BDI;lowest oxygen saturation;0;28;44;0
KSS;lowest oxygen saturation;0;29;44;0
Sleep Duration;lowest oxygen saturation;-0.024966076;30;44;0
ERP;lowest oxygen saturation;0;31;44;0
FOSQ;lowest oxygen saturation;0;32;44;0
Neuropsy;lowest oxygen saturation;0;33;44;0
ODI;lowest oxygen saturation;0.079731767;34;44;0
SF36;lowest oxygen saturation;0;35;44;0
traumatic brain injury;lowest oxygen saturation;0;36;44;0
FSS;lowest oxygen saturation;0;37;44;0
Sleep Behavior;lowest oxygen saturation;0;38;44;0
SSS;lowest oxygen saturation;0;39;44;0
night time sleep;lowest oxygen saturation;0;40;44;0
MRI;lowest oxygen saturation;0;41;44;0
sleep wake disturbances;lowest oxygen saturation;0;42;44;0
parasomnia;lowest oxygen saturation;0;43;44;0
upper airway resistance;lowest oxygen saturation;0;45;44;0
prevalence sleep disorders;lowest oxygen saturation;0;46;44;0
Nervous system;lowest oxygen saturation;0;47;44;0
stop bang questionnaire;lowest oxygen saturation;0;48;44;0
slow wave sleep;lowest oxygen saturation;0;49;44;0
sleep breathing disorders;lowest oxygen saturation;0;50;44;0
upper airway obstruction;lowest oxygen saturation;0.067438974;51;44;0
motor vehicle accidents;lowest oxygen saturation;0;52;44;0
sleep wake cycle;lowest oxygen saturation;0;53;44;0
circadian rhythm sleep;lowest oxygen saturation;0;54;44;0
Neurophysiology;lowest oxygen saturation;0;55;44;0
patients moderate severe;lowest oxygen saturation;0.022021109;56;44;0
sleep habits questionnaire;lowest oxygen saturation;0;57;44;0
VAS;lowest oxygen saturation;0.063762316;58;44;0
patients mild moderate;lowest oxygen saturation;0.031699203;59;44;0
activities daily living;lowest oxygen saturation;0;60;44;0
index sleepiness scale;lowest oxygen saturation;0;61;44;0
difficulty falling asleep;lowest oxygen saturation;0;62;44;0
heart rate variability;lowest oxygen saturation;0;63;44;0
sleepiness scale score;lowest oxygen saturation;0.059131546;64;44;0
patients obstructive syndrome;lowest oxygen saturation;0;65;44;0
UPDRS;lowest oxygen saturation;0;66;44;0
Classification of sleep disorders;lowest oxygen saturation;0;67;44;0
sleep disorders common;lowest oxygen saturation;0;68;44;0
sleep index sleepiness;lowest oxygen saturation;0;69;44;0
sleep time sleep;lowest oxygen saturation;0;70;44;0
mild moderate severe;lowest oxygen saturation;0.02814782;71;44;0
HAD;lowest oxygen saturation;0;72;44;0
sleepiness sleepiness scale;lowest oxygen saturation;0;73;44;0
Classification of sleep disorders;lowest oxygen saturation;0;67;44;0
sleep disorder characterized;lowest oxygen saturation;0;75;44;0
quality index sleepiness;lowest oxygen saturation;0;76;44;0
CPAP;upper airway resistance;0;1;45;0
AHI;upper airway resistance;0;2;45;0
ESS;upper airway resistance;0;3;45;0
OSAS;upper airway resistance;0.055204471;4;45;0
PD;upper airway resistance;0;5;45;0
RLS;upper airway resistance;0;6;45;0
ADHD;upper airway resistance;0;7;45;0
SDB;upper airway resistance;0.080683698;8;45;0
EDS;upper airway resistance;0;9;45;0
PSG;upper airway resistance;0.053068971;10;45;0
REM;upper airway resistance;0;11;45;0
EEG;upper airway resistance;0.02908553;12;45;0
Insomnia;upper airway resistance;0;13;45;0
QoL;upper airway resistance;-0.023603777;14;45;0
Arousal;upper airway resistance;0.107376802;15;45;0.107376802
PSQI;upper airway resistance;0;16;45;0
MSLT;upper airway resistance;0.026041043;17;45;0
Narcolepsy;upper airway resistance;0;18;45;0
PVT;upper airway resistance;0;19;45;0
Hypersomnia;upper airway resistance;0;20;45;0
Sleep Quality;upper airway resistance;0;21;45;0
RDI;upper airway resistance;0.070933718;22;45;0
BMI;upper airway resistance;0;23;45;0
children;upper airway resistance;0;24;45;0
MWT;upper airway resistance;0;25;45;0
ISI;upper airway resistance;0;26;45;0
TST;upper airway resistance;0;27;45;0
BDI;upper airway resistance;0;28;45;0
KSS;upper airway resistance;0;29;45;0
Sleep Duration;upper airway resistance;-0.024301431;30;45;0
ERP;upper airway resistance;0;31;45;0
FOSQ;upper airway resistance;0;32;45;0
Neuropsy;upper airway resistance;0;33;45;0
ODI;upper airway resistance;0;34;45;0
SF36;upper airway resistance;0;35;45;0
traumatic brain injury;upper airway resistance;0;36;45;0
FSS;upper airway resistance;0;37;45;0
Sleep Behavior;upper airway resistance;0;38;45;0
SSS;upper airway resistance;0;39;45;0
night time sleep;upper airway resistance;0;40;45;0
MRI;upper airway resistance;0;41;45;0
sleep wake disturbances;upper airway resistance;0;42;45;0
parasomnia;upper airway resistance;0;43;45;0
lowest oxygen saturation;upper airway resistance;0;44;45;0
prevalence sleep disorders;upper airway resistance;0;46;45;0
Nervous system;upper airway resistance;0;47;45;0
stop bang questionnaire;upper airway resistance;0;48;45;0
slow wave sleep;upper airway resistance;0;49;45;0
sleep breathing disorders;upper airway resistance;0;50;45;0
upper airway obstruction;upper airway resistance;0;51;45;0
motor vehicle accidents;upper airway resistance;0;52;45;0
sleep wake cycle;upper airway resistance;0;53;45;0
circadian rhythm sleep;upper airway resistance;0;54;45;0
Neurophysiology;upper airway resistance;0;55;45;0
patients moderate severe;upper airway resistance;0;56;45;0
sleep habits questionnaire;upper airway resistance;0;57;45;0
VAS;upper airway resistance;0;58;45;0
patients mild moderate;upper airway resistance;0;59;45;0
activities daily living;upper airway resistance;0;60;45;0
index sleepiness scale;upper airway resistance;0;61;45;0
difficulty falling asleep;upper airway resistance;0;62;45;0
heart rate variability;upper airway resistance;0;63;45;0
sleepiness scale score;upper airway resistance;0;64;45;0
patients obstructive syndrome;upper airway resistance;0;65;45;0
UPDRS;upper airway resistance;0;66;45;0
Classification of sleep disorders;upper airway resistance;0;67;45;0
sleep disorders common;upper airway resistance;0;68;45;0
sleep index sleepiness;upper airway resistance;0;69;45;0
sleep time sleep;upper airway resistance;0;70;45;0
mild moderate severe;upper airway resistance;0;71;45;0
HAD;upper airway resistance;0;72;45;0
sleepiness sleepiness scale;upper airway resistance;0;73;45;0
Classification of sleep disorders;upper airway resistance;0;67;45;0
sleep disorder characterized;upper airway resistance;0;75;45;0
quality index sleepiness;upper airway resistance;0;76;45;0
CPAP;prevalence sleep disorders;-0.021703626;1;46;0
AHI;prevalence sleep disorders;-0.022858231;2;46;0
ESS;prevalence sleep disorders;0;3;46;0
OSAS;prevalence sleep disorders;0;4;46;0
PD;prevalence sleep disorders;0;5;46;0
RLS;prevalence sleep disorders;0.103443425;6;46;0.103443425
ADHD;prevalence sleep disorders;0.008304146;7;46;0
SDB;prevalence sleep disorders;0;8;46;0
EDS;prevalence sleep disorders;0.040352683;9;46;0
PSG;prevalence sleep disorders;0;10;46;0
REM;prevalence sleep disorders;0;11;46;0
EEG;prevalence sleep disorders;0;12;46;0
Insomnia;prevalence sleep disorders;0.088892508;13;46;0.088892508
QoL;prevalence sleep disorders;0.020118093;14;46;0
Arousal;prevalence sleep disorders;0;15;46;0
PSQI;prevalence sleep disorders;0;16;46;0
MSLT;prevalence sleep disorders;0;17;46;0
Narcolepsy;prevalence sleep disorders;0;18;46;0
PVT;prevalence sleep disorders;0;19;46;0
Hypersomnia;prevalence sleep disorders;0;20;46;0
Sleep Quality;prevalence sleep disorders;0;21;46;0
RDI;prevalence sleep disorders;0;22;46;0
BMI;prevalence sleep disorders;0;23;46;0
children;prevalence sleep disorders;0;24;46;0
MWT;prevalence sleep disorders;0;25;46;0
ISI;prevalence sleep disorders;0;26;46;0
TST;prevalence sleep disorders;0;27;46;0
BDI;prevalence sleep disorders;0;28;46;0
KSS;prevalence sleep disorders;0;29;46;0
Sleep Duration;prevalence sleep disorders;0;30;46;0
ERP;prevalence sleep disorders;0;31;46;0
FOSQ;prevalence sleep disorders;0;32;46;0
Neuropsy;prevalence sleep disorders;0;33;46;0
ODI;prevalence sleep disorders;0;34;46;0
SF36;prevalence sleep disorders;0;35;46;0
traumatic brain injury;prevalence sleep disorders;0;36;46;0
FSS;prevalence sleep disorders;0;37;46;0
Sleep Behavior;prevalence sleep disorders;0;38;46;0
SSS;prevalence sleep disorders;0;39;46;0
night time sleep;prevalence sleep disorders;0;40;46;0
MRI;prevalence sleep disorders;0;41;46;0
sleep wake disturbances;prevalence sleep disorders;0;42;46;0
parasomnia;prevalence sleep disorders;0.056086103;43;46;0
lowest oxygen saturation;prevalence sleep disorders;0;44;46;0
upper airway resistance;prevalence sleep disorders;0;45;46;0
Nervous system;prevalence sleep disorders;0;47;46;0
stop bang questionnaire;prevalence sleep disorders;0;48;46;0
slow wave sleep;prevalence sleep disorders;0;49;46;0
sleep breathing disorders;prevalence sleep disorders;0;50;46;0
upper airway obstruction;prevalence sleep disorders;0;51;46;0
motor vehicle accidents;prevalence sleep disorders;0;52;46;0
sleep wake cycle;prevalence sleep disorders;0;53;46;0
circadian rhythm sleep;prevalence sleep disorders;0;54;46;0
Neurophysiology;prevalence sleep disorders;0;55;46;0
patients moderate severe;prevalence sleep disorders;0;56;46;0
sleep habits questionnaire;prevalence sleep disorders;0;57;46;0
VAS;prevalence sleep disorders;0;58;46;0
patients mild moderate;prevalence sleep disorders;0;59;46;0
activities daily living;prevalence sleep disorders;0.014825371;60;46;0
index sleepiness scale;prevalence sleep disorders;0;61;46;0
difficulty falling asleep;prevalence sleep disorders;0;62;46;0
heart rate variability;prevalence sleep disorders;0;63;46;0
sleepiness scale score;prevalence sleep disorders;0;64;46;0
patients obstructive syndrome;prevalence sleep disorders;0;65;46;0
UPDRS;prevalence sleep disorders;0;66;46;0
Classification of sleep disorders;prevalence sleep disorders;0.021789054;67;46;0
sleep disorders common;prevalence sleep disorders;0.098880993;68;46;0.098880993
sleep index sleepiness;prevalence sleep disorders;0;69;46;0
sleep time sleep;prevalence sleep disorders;0;70;46;0
mild moderate severe;prevalence sleep disorders;0;71;46;0
HAD;prevalence sleep disorders;0;72;46;0
sleepiness sleepiness scale;prevalence sleep disorders;0;73;46;0
Classification of sleep disorders;prevalence sleep disorders;0.021942778;67;46;0
sleep disorder characterized;prevalence sleep disorders;0;75;46;0
quality index sleepiness;prevalence sleep disorders;0;76;46;0
CPAP;Nervous system;-0.031491496;1;47;0
AHI;Nervous system;-0.045202173;2;47;0
ESS;Nervous system;-0.069049219;3;47;0
OSAS;Nervous system;-0.039099169;4;47;0
PD;Nervous system;0;5;47;0
RLS;Nervous system;0;6;47;0
ADHD;Nervous system;0;7;47;0
SDB;Nervous system;0;8;47;0
EDS;Nervous system;0;9;47;0
PSG;Nervous system;-0.024544973;10;47;0
REM;Nervous system;0;11;47;0
EEG;Nervous system;0.02253858;12;47;0
Insomnia;Nervous system;-0.008704654;13;47;0
QoL;Nervous system;0;14;47;0
Arousal;Nervous system;0;15;47;0
PSQI;Nervous system;-0.032472964;16;47;0
MSLT;Nervous system;0;17;47;0
Narcolepsy;Nervous system;0.060720121;18;47;0
PVT;Nervous system;0;19;47;0
Hypersomnia;Nervous system;0.048123534;20;47;0
Sleep Quality;Nervous system;-0.047266551;21;47;0
RDI;Nervous system;0;22;47;0
BMI;Nervous system;-0.045461529;23;47;0
children;Nervous system;0;24;47;0
MWT;Nervous system;0;25;47;0
ISI;Nervous system;0;26;47;0
TST;Nervous system;-0.023093596;27;47;0
BDI;Nervous system;0;28;47;0
KSS;Nervous system;0;29;47;0
Sleep Duration;Nervous system;-0.030259068;30;47;0
ERP;Nervous system;0;31;47;0
FOSQ;Nervous system;0;32;47;0
Neuropsy;Nervous system;0;33;47;0
ODI;Nervous system;0;34;47;0
SF36;Nervous system;-0.021541714;35;47;0
traumatic brain injury;Nervous system;0;36;47;0
FSS;Nervous system;0;37;47;0
Sleep Behavior;Nervous system;0;38;47;0
SSS;Nervous system;0;39;47;0
night time sleep;Nervous system;0;40;47;0
MRI;Nervous system;0;41;47;0
sleep wake disturbances;Nervous system;0;42;47;0
parasomnia;Nervous system;0;43;47;0
lowest oxygen saturation;Nervous system;0;44;47;0
upper airway resistance;Nervous system;0;45;47;0
prevalence sleep disorders;Nervous system;0;46;47;0
stop bang questionnaire;Nervous system;0;48;47;0
slow wave sleep;Nervous system;0;49;47;0
sleep breathing disorders;Nervous system;0;50;47;0
upper airway obstruction;Nervous system;0;51;47;0
motor vehicle accidents;Nervous system;0;52;47;0
sleep wake cycle;Nervous system;0;53;47;0
circadian rhythm sleep;Nervous system;0;54;47;0
Neurophysiology;Nervous system;0.026400758;55;47;0
patients moderate severe;Nervous system;0;56;47;0
sleep habits questionnaire;Nervous system;0;57;47;0
VAS;Nervous system;0;58;47;0
patients mild moderate;Nervous system;0;59;47;0
activities daily living;Nervous system;0;60;47;0
index sleepiness scale;Nervous system;0;61;47;0
difficulty falling asleep;Nervous system;0;62;47;0
heart rate variability;Nervous system;0.102826069;63;47;0.102826069
sleepiness scale score;Nervous system;0;64;47;0
patients obstructive syndrome;Nervous system;0;65;47;0
UPDRS;Nervous system;0;66;47;0
Classification of sleep disorders;Nervous system;0;67;47;0
sleep disorders common;Nervous system;0;68;47;0
sleep index sleepiness;Nervous system;0;69;47;0
sleep time sleep;Nervous system;0;70;47;0
mild moderate severe;Nervous system;0;71;47;0
HAD;Nervous system;0;72;47;0
sleepiness sleepiness scale;Nervous system;0;73;47;0
Classification of sleep disorders;Nervous system;0;67;47;0
sleep disorder characterized;Nervous system;0;75;47;0
quality index sleepiness;Nervous system;0;76;47;0
CPAP;stop bang questionnaire;0;1;48;0
AHI;stop bang questionnaire;0.054137136;2;48;0
ESS;stop bang questionnaire;0.09990745;3;48;0.09990745
OSAS;stop bang questionnaire;0.111620416;4;48;0.111620416
PD;stop bang questionnaire;0;5;48;0
RLS;stop bang questionnaire;0;6;48;0
ADHD;stop bang questionnaire;0;7;48;0
SDB;stop bang questionnaire;0.012983916;8;48;0
EDS;stop bang questionnaire;-0.035467844;9;48;0
PSG;stop bang questionnaire;0.047157538;10;48;0
REM;stop bang questionnaire;-0.022520213;11;48;0
EEG;stop bang questionnaire;0;12;48;0
Insomnia;stop bang questionnaire;0;13;48;0
QoL;stop bang questionnaire;0;14;48;0
Arousal;stop bang questionnaire;0;15;48;0
PSQI;stop bang questionnaire;0.028824683;16;48;0
MSLT;stop bang questionnaire;-0.022406562;17;48;0
Narcolepsy;stop bang questionnaire;-0.027860285;18;48;0
PVT;stop bang questionnaire;0;19;48;0
Hypersomnia;stop bang questionnaire;0;20;48;0
Sleep Quality;stop bang questionnaire;0;21;48;0
RDI;stop bang questionnaire;0;22;48;0
BMI;stop bang questionnaire;0.070217884;23;48;0
children;stop bang questionnaire;0;24;48;0
MWT;stop bang questionnaire;0;25;48;0
ISI;stop bang questionnaire;0;26;48;0
TST;stop bang questionnaire;0;27;48;0
BDI;stop bang questionnaire;0;28;48;0
KSS;stop bang questionnaire;0;29;48;0
Sleep Duration;stop bang questionnaire;0;30;48;0
ERP;stop bang questionnaire;0;31;48;0
FOSQ;stop bang questionnaire;0;32;48;0
Neuropsy;stop bang questionnaire;0;33;48;0
ODI;stop bang questionnaire;0;34;48;0
SF36;stop bang questionnaire;0;35;48;0
traumatic brain injury;stop bang questionnaire;0;36;48;0
FSS;stop bang questionnaire;0.040124009;37;48;0
Sleep Behavior;stop bang questionnaire;0;38;48;0
SSS;stop bang questionnaire;0;39;48;0
night time sleep;stop bang questionnaire;0;40;48;0
MRI;stop bang questionnaire;0;41;48;0
sleep wake disturbances;stop bang questionnaire;0;42;48;0
parasomnia;stop bang questionnaire;0;43;48;0
lowest oxygen saturation;stop bang questionnaire;0;44;48;0
upper airway resistance;stop bang questionnaire;0;45;48;0
prevalence sleep disorders;stop bang questionnaire;0;46;48;0
Nervous system;stop bang questionnaire;0;47;48;0
slow wave sleep;stop bang questionnaire;0;49;48;0
sleep breathing disorders;stop bang questionnaire;0;50;48;0
upper airway obstruction;stop bang questionnaire;0;51;48;0
motor vehicle accidents;stop bang questionnaire;0;52;48;0
sleep wake cycle;stop bang questionnaire;0;53;48;0
circadian rhythm sleep;stop bang questionnaire;0;54;48;0
Neurophysiology;stop bang questionnaire;0;55;48;0
patients moderate severe;stop bang questionnaire;0;56;48;0
sleep habits questionnaire;stop bang questionnaire;0;57;48;0
VAS;stop bang questionnaire;0;58;48;0
patients mild moderate;stop bang questionnaire;0;59;48;0
activities daily living;stop bang questionnaire;0;60;48;0
index sleepiness scale;stop bang questionnaire;0;61;48;0
difficulty falling asleep;stop bang questionnaire;0;62;48;0
heart rate variability;stop bang questionnaire;0;63;48;0
sleepiness scale score;stop bang questionnaire;0;64;48;0
patients obstructive syndrome;stop bang questionnaire;0;65;48;0
UPDRS;stop bang questionnaire;0;66;48;0
Classification of sleep disorders;stop bang questionnaire;0;67;48;0
sleep disorders common;stop bang questionnaire;0;68;48;0
sleep index sleepiness;stop bang questionnaire;0;69;48;0
sleep time sleep;stop bang questionnaire;0;70;48;0
mild moderate severe;stop bang questionnaire;0.065581492;71;48;0
HAD;stop bang questionnaire;0;72;48;0
sleepiness sleepiness scale;stop bang questionnaire;0;73;48;0
Classification of sleep disorders;stop bang questionnaire;0;67;48;0
sleep disorder characterized;stop bang questionnaire;0;75;48;0
quality index sleepiness;stop bang questionnaire;0;76;48;0
CPAP;slow wave sleep;-0.025472455;1;49;0
AHI;slow wave sleep;-0.010649537;2;49;0
ESS;slow wave sleep;-0.048860208;3;49;0
OSAS;slow wave sleep;-0.04011603;4;49;0
PD;slow wave sleep;0;5;49;0
RLS;slow wave sleep;0;6;49;0
ADHD;slow wave sleep;0;7;49;0
SDB;slow wave sleep;0;8;49;0
EDS;slow wave sleep;0;9;49;0
PSG;slow wave sleep;0.093014761;10;49;0.093014761
REM;slow wave sleep;0.204073552;11;49;0.204073552
EEG;slow wave sleep;0.084033553;12;49;0
Insomnia;slow wave sleep;0;13;49;0
QoL;slow wave sleep;-0.023119954;14;49;0
Arousal;slow wave sleep;0.093415706;15;49;0.093415706
PSQI;slow wave sleep;-0.019496846;16;49;0
MSLT;slow wave sleep;0.03626614;17;49;0
Narcolepsy;slow wave sleep;0;18;49;0
PVT;slow wave sleep;0.022820134;19;49;0
Hypersomnia;slow wave sleep;0;20;49;0
Sleep Quality;slow wave sleep;0;21;49;0
RDI;slow wave sleep;0;22;49;0
BMI;slow wave sleep;-0.023973484;23;49;0
children;slow wave sleep;0;24;49;0
MWT;slow wave sleep;0;25;49;0
ISI;slow wave sleep;0;26;49;0
TST;slow wave sleep;0.102020842;27;49;0.102020842
BDI;slow wave sleep;0;28;49;0
KSS;slow wave sleep;0;29;49;0
Sleep Duration;slow wave sleep;0;30;49;0
ERP;slow wave sleep;0;31;49;0
FOSQ;slow wave sleep;0;32;49;0
Neuropsy;slow wave sleep;0;33;49;0
ODI;slow wave sleep;0;34;49;0
SF36;slow wave sleep;0;35;49;0
traumatic brain injury;slow wave sleep;0.011300377;36;49;0
FSS;slow wave sleep;0;37;49;0
Sleep Behavior;slow wave sleep;0;38;49;0
SSS;slow wave sleep;0;39;49;0
night time sleep;slow wave sleep;0;40;49;0
MRI;slow wave sleep;0;41;49;0
sleep wake disturbances;slow wave sleep;0;42;49;0
parasomnia;slow wave sleep;0;43;49;0
lowest oxygen saturation;slow wave sleep;0;44;49;0
upper airway resistance;slow wave sleep;0;45;49;0
prevalence sleep disorders;slow wave sleep;0;46;49;0
Nervous system;slow wave sleep;0;47;49;0
stop bang questionnaire;slow wave sleep;0;48;49;0
sleep breathing disorders;slow wave sleep;0;50;49;0
upper airway obstruction;slow wave sleep;0;51;49;0
motor vehicle accidents;slow wave sleep;0;52;49;0
sleep wake cycle;slow wave sleep;0;53;49;0
circadian rhythm sleep;slow wave sleep;0;54;49;0
Neurophysiology;slow wave sleep;0;55;49;0
patients moderate severe;slow wave sleep;0;56;49;0
sleep habits questionnaire;slow wave sleep;0;57;49;0
VAS;slow wave sleep;-0.000472512;58;49;0
patients mild moderate;slow wave sleep;0;59;49;0
activities daily living;slow wave sleep;0;60;49;0
index sleepiness scale;slow wave sleep;0;61;49;0
difficulty falling asleep;slow wave sleep;0;62;49;0
heart rate variability;slow wave sleep;0;63;49;0
sleepiness scale score;slow wave sleep;0;64;49;0
patients obstructive syndrome;slow wave sleep;0;65;49;0
UPDRS;slow wave sleep;0;66;49;0
Classification of sleep disorders;slow wave sleep;0;67;49;0
sleep disorders common;slow wave sleep;0;68;49;0
sleep index sleepiness;slow wave sleep;0;69;49;0
sleep time sleep;slow wave sleep;0.052235803;70;49;0
mild moderate severe;slow wave sleep;0;71;49;0
HAD;slow wave sleep;0;72;49;0
sleepiness sleepiness scale;slow wave sleep;0;73;49;0
Classification of sleep disorders;slow wave sleep;0;67;49;0
sleep disorder characterized;slow wave sleep;0;75;49;0
quality index sleepiness;slow wave sleep;0;76;49;0
CPAP;sleep breathing disorders;0;1;50;0
AHI;sleep breathing disorders;0;2;50;0
ESS;sleep breathing disorders;-0.01306747;3;50;0
OSAS;sleep breathing disorders;0.052522612;4;50;0
PD;sleep breathing disorders;0;5;50;0
RLS;sleep breathing disorders;0;6;50;0
ADHD;sleep breathing disorders;0;7;50;0
SDB;sleep breathing disorders;0;8;50;0
EDS;sleep breathing disorders;0.031015109;9;50;0
PSG;sleep breathing disorders;0.040302736;10;50;0
REM;sleep breathing disorders;0;11;50;0
EEG;sleep breathing disorders;0;12;50;0
Insomnia;sleep breathing disorders;0;13;50;0
QoL;sleep breathing disorders;0;14;50;0
Arousal;sleep breathing disorders;0;15;50;0
PSQI;sleep breathing disorders;0;16;50;0
MSLT;sleep breathing disorders;0;17;50;0
Narcolepsy;sleep breathing disorders;-0.015409949;18;50;0
PVT;sleep breathing disorders;0;19;50;0
Hypersomnia;sleep breathing disorders;0;20;50;0
Sleep Quality;sleep breathing disorders;0;21;50;0
RDI;sleep breathing disorders;0.030126258;22;50;0
BMI;sleep breathing disorders;0;23;50;0
children;sleep breathing disorders;0;24;50;0
MWT;sleep breathing disorders;0;25;50;0
ISI;sleep breathing disorders;0;26;50;0
TST;sleep breathing disorders;0;27;50;0
BDI;sleep breathing disorders;0;28;50;0
KSS;sleep breathing disorders;0;29;50;0
Sleep Duration;sleep breathing disorders;-0.023508035;30;50;0
ERP;sleep breathing disorders;0.000104745;31;50;0
FOSQ;sleep breathing disorders;0;32;50;0
Neuropsy;sleep breathing disorders;0;33;50;0
ODI;sleep breathing disorders;0;34;50;0
SF36;sleep breathing disorders;0;35;50;0
traumatic brain injury;sleep breathing disorders;0;36;50;0
FSS;sleep breathing disorders;0;37;50;0
Sleep Behavior;sleep breathing disorders;0;38;50;0
SSS;sleep breathing disorders;0;39;50;0
night time sleep;sleep breathing disorders;0;40;50;0
MRI;sleep breathing disorders;0;41;50;0
sleep wake disturbances;sleep breathing disorders;0;42;50;0
parasomnia;sleep breathing disorders;0.044284863;43;50;0
lowest oxygen saturation;sleep breathing disorders;0;44;50;0
upper airway resistance;sleep breathing disorders;0;45;50;0
prevalence sleep disorders;sleep breathing disorders;0;46;50;0
Nervous system;sleep breathing disorders;0;47;50;0
stop bang questionnaire;sleep breathing disorders;0;48;50;0
slow wave sleep;sleep breathing disorders;0;49;50;0
upper airway obstruction;sleep breathing disorders;0;51;50;0
motor vehicle accidents;sleep breathing disorders;0;52;50;0
sleep wake cycle;sleep breathing disorders;0;53;50;0
circadian rhythm sleep;sleep breathing disorders;0.024567243;54;50;0
Neurophysiology;sleep breathing disorders;0;55;50;0
patients moderate severe;sleep breathing disorders;0;56;50;0
sleep habits questionnaire;sleep breathing disorders;0;57;50;0
VAS;sleep breathing disorders;0;58;50;0
patients mild moderate;sleep breathing disorders;0;59;50;0
activities daily living;sleep breathing disorders;0;60;50;0
index sleepiness scale;sleep breathing disorders;0;61;50;0
difficulty falling asleep;sleep breathing disorders;0;62;50;0
heart rate variability;sleep breathing disorders;0.006820117;63;50;0
sleepiness scale score;sleep breathing disorders;0;64;50;0
patients obstructive syndrome;sleep breathing disorders;0;65;50;0
UPDRS;sleep breathing disorders;0;66;50;0
Classification of sleep disorders;sleep breathing disorders;0.012932547;67;50;0
sleep disorders common;sleep breathing disorders;0.013181597;68;50;0
sleep index sleepiness;sleep breathing disorders;0;69;50;0
sleep time sleep;sleep breathing disorders;0;70;50;0
mild moderate severe;sleep breathing disorders;0;71;50;0
HAD;sleep breathing disorders;0;72;50;0
sleepiness sleepiness scale;sleep breathing disorders;0;73;50;0
Classification of sleep disorders;sleep breathing disorders;0.013013865;67;50;0
sleep disorder characterized;sleep breathing disorders;0;75;50;0
quality index sleepiness;sleep breathing disorders;0;76;50;0
CPAP;upper airway obstruction;0.065691708;1;51;0
AHI;upper airway obstruction;0.039751443;2;51;0
ESS;upper airway obstruction;-0.012391708;3;51;0
OSAS;upper airway obstruction;0.094323898;4;51;0.094323898
PD;upper airway obstruction;0;5;51;0
RLS;upper airway obstruction;0;6;51;0
ADHD;upper airway obstruction;0;7;51;0
SDB;upper airway obstruction;0;8;51;0
EDS;upper airway obstruction;0;9;51;0
PSG;upper airway obstruction;0;10;51;0
REM;upper airway obstruction;0;11;51;0
EEG;upper airway obstruction;0;12;51;0
Insomnia;upper airway obstruction;-0.032561682;13;51;0
QoL;upper airway obstruction;0;14;51;0
Arousal;upper airway obstruction;0;15;51;0
PSQI;upper airway obstruction;-0.022152343;16;51;0
MSLT;upper airway obstruction;0;17;51;0
Narcolepsy;upper airway obstruction;-0.026944941;18;51;0
PVT;upper airway obstruction;0;19;51;0
Hypersomnia;upper airway obstruction;0;20;51;0
Sleep Quality;upper airway obstruction;-0.029976007;21;51;0
RDI;upper airway obstruction;0.017520676;22;51;0
BMI;upper airway obstruction;0;23;51;0
children;upper airway obstruction;0;24;51;0
MWT;upper airway obstruction;0;25;51;0
ISI;upper airway obstruction;0;26;51;0
TST;upper airway obstruction;-0.022107264;27;51;0
BDI;upper airway obstruction;0;28;51;0
KSS;upper airway obstruction;0;29;51;0
Sleep Duration;upper airway obstruction;0;30;51;0
ERP;upper airway obstruction;0;31;51;0
FOSQ;upper airway obstruction;0;32;51;0
Neuropsy;upper airway obstruction;0;33;51;0
ODI;upper airway obstruction;0;34;51;0
SF36;upper airway obstruction;0;35;51;0
traumatic brain injury;upper airway obstruction;0;36;51;0
FSS;upper airway obstruction;0;37;51;0
Sleep Behavior;upper airway obstruction;0;38;51;0
SSS;upper airway obstruction;0;39;51;0
night time sleep;upper airway obstruction;0;40;51;0
MRI;upper airway obstruction;0;41;51;0
sleep wake disturbances;upper airway obstruction;0;42;51;0
parasomnia;upper airway obstruction;0;43;51;0
lowest oxygen saturation;upper airway obstruction;0.067438974;44;51;0
upper airway resistance;upper airway obstruction;0;45;51;0
prevalence sleep disorders;upper airway obstruction;0;46;51;0
Nervous system;upper airway obstruction;0;47;51;0
stop bang questionnaire;upper airway obstruction;0;48;51;0
slow wave sleep;upper airway obstruction;0;49;51;0
sleep breathing disorders;upper airway obstruction;0;50;51;0
motor vehicle accidents;upper airway obstruction;0;52;51;0
sleep wake cycle;upper airway obstruction;0;53;51;0
